Area,Demand,Supply,Date,,,
Barisal ,396,396,10/21/24,,,
Rangpur ,808,808,10/21/24,,,
Dhaka,5016,4981,10/20/24,,,
Chittagong ,1368.9,1368.9,10/20/24,,,
Khulna ,1508.6,1508.6,10/20/24,,,
Rajshahi ,1275.6,1275.6,10/20/24,,,
Comilla,1294,1294,10/20/24,,,
Mymensingh,1075,1037,10/20/24,,,
Sylhet ,570,570,10/20/24,,,
Barisal ,396.3,396.3,10/20/24,,,
Rangpur ,801,801,10/20/24,,,
Dhaka,4939.08,4912.08,10/19/24,,,
Chittagong ,1317.9,1317.9,10/19/24,,,
Khulna ,1495,1495,10/19/24,,,
Rajshahi ,1243.2,1243.2,10/19/24,,,
Comilla,1280,1280,10/19/24,,,
Mymensingh,1057,1042,10/19/24,,,
Sylhet ,554,554,10/19/24,,,
Barisal ,381.5,381.5,10/19/24,,,
Rangpur ,783,783,10/19/24,,,
Dhaka,3984.45,3984.45,10/18/24,,,
Chittagong ,1302.4,1302.4,10/18/24,,,
Khulna ,1353,1353,10/18/24,,,
Rajshahi ,1114.6,1114.6,10/18/24,,,
Comilla,1238,1238,10/18/24,,,
Mymensingh,873,873,10/18/24,,,
Sylhet ,508,508,10/18/24,,,
Barisal ,405,405,10/18/24,,,
Rangpur ,659,659,10/18/24,,,
Dhaka,5071.57,4993.57,10/17/24,,,
Chittagong ,1402,1402,10/17/24,,,
Khulna ,1565,1565,10/17/24,,,
Rajshahi ,1314.6,1314.6,10/17/24,,,
Comilla,1300,1300,10/17/24,,,
Mymensingh,1027,1027,10/17/24,,,
Sylhet ,591,591,10/17/24,,,
Barisal ,389.5,389.5,10/17/24,,,
Rangpur ,788,788,10/17/24,,,
Dhaka,5107.89,4960.89,10/16/24,,,
Chittagong ,1243.5,1243.5,10/16/24,,,
Khulna ,1622,1616,10/16/24,,,
Rajshahi ,1366,1366,10/16/24,,,
Comilla,1384,1258,10/16/24,,,
Mymensingh,1204,1047,10/16/24,,,
Sylhet ,567,567,10/16/24,,,
Barisal ,447,447,10/16/24,,,
Rangpur ,813,813,10/16/24,,,
Dhaka,5050.16,4983.16,10/15/24,,,
Chittagong ,1257,1257,10/15/24,,,
Khulna ,1694.2,1694.2,10/15/24,,,
Rajshahi ,1376.8,1376.8,10/15/24,,,
Comilla,1348,1306,10/15/24,,,
Mymensingh,1132,1071,10/15/24,,,
Sylhet ,544,544,10/15/24,,,
Barisal ,456,456,10/15/24,,,
Rangpur ,775,775,10/15/24,,,
Dhaka,4906.08,4886.08,10/14/24,,,
Chittagong ,1281.6,1281.6,10/14/24,,,
Khulna ,1644.9,1644.9,10/14/24,,,
Rajshahi ,1364.8,1364.8,10/14/24,,,
Comilla,1361,1346,10/14/24,,,
Mymensingh,1156,1097,10/14/24,,,
Sylhet ,565,565,10/14/24,,,
Barisal ,461.5,461.5,10/14/24,,,
Rangpur ,803,803,10/14/24,,,
Dhaka,4832.97,4832.97,10/13/24,,,
Chittagong ,1233.5,1233.5,10/13/24,,,
Khulna ,1600.6,1600.6,10/13/24,,,
Rajshahi ,1339.8,1339.8,10/13/24,,,
Comilla,1280,1252,10/13/24,,,
Mymensingh,1166,1126,10/13/24,,,
Sylhet ,565,565,10/13/24,,,
Barisal ,436,436,10/13/24,,,
Rangpur ,832,832,10/13/24,,,
Dhaka,4790.11,4790.11,10/12/24,,,
Chittagong ,1234.9,1234.9,10/12/24,,,
Khulna ,1625.4,1625.4,10/12/24,,,
Rajshahi ,1362,1362,10/12/24,,,
Comilla,1371,1371,10/12/24,,,
Mymensingh,1177,1120,10/12/24,,,
Sylhet ,554,554,10/12/24,,,
Barisal ,447.1,447.1,10/12/24,,,
Rangpur ,868,868,10/12/24,,,
Dhaka,3885.43,3885.43,10/11/24,,,
Chittagong ,1228.8,1228.8,10/11/24,,,
Khulna ,1602.4,1602.4,10/11/24,,,
Rajshahi ,1307.8,1307.8,10/11/24,,,
Comilla,1308,1308,10/11/24,,,
Mymensingh,1067,1067,10/11/24,,,
Sylhet ,465,465,10/11/24,,,
Barisal ,451.5,451.5,10/11/24,,,
Rangpur ,780,780,10/11/24,,,
Dhaka,4852.2,4832.2,10/10/24,,,
Chittagong ,1246.3,1246.3,10/10/24,,,
Khulna ,1602.8,1602.8,10/10/24,,,
Rajshahi ,1325,1325,10/10/24,,,
Comilla,1322,1322,10/10/24,,,
Mymensingh,1173,1101,10/10/24,,,
Sylhet ,575,575,10/10/24,,,
Barisal ,428,428,10/10/24,,,
Rangpur ,877,877,10/10/24,,,
Dhaka,4966.12,4966.12,10/9/24,,,
Chittagong ,1479,1479,10/9/24,,,
Khulna ,1110.6,1110.6,10/9/24,,,
Rajshahi ,1224.4,1224.4,10/9/24,,,
Comilla,1232,1232,10/9/24,,,
Mymensingh,1084,1084,10/9/24,,,
Sylhet ,579,579,10/9/24,,,
Barisal ,401,401,10/9/24,,,
Rangpur ,937,937,10/9/24,,,
Dhaka,4785.38,4742.38,10/8/24,,,
Chittagong ,1312.5,1312.5,10/8/24,,,
Khulna ,1610,1610,10/8/24,,,
Rajshahi ,1295.8,1295.8,10/8/24,,,
Comilla,1313,1313,10/8/24,,,
Mymensingh,1079,1079,10/8/24,,,
Sylhet ,520,520,10/8/24,,,
Barisal ,471,471,10/8/24,,,
Rangpur ,874,874,10/8/24,,,
Dhaka,5163.66,5088.66,10/7/24,,,
Chittagong ,1411.9,1411.9,10/7/24,,,
Khulna ,1720,1720,10/7/24,,,
Rajshahi ,1394,1394,10/7/24,,,
Comilla,1324,1324,10/7/24,,,
Mymensingh,1110,1020,10/7/24,,,
Sylhet ,546,546,10/7/24,,,
Barisal ,451.2,451.2,10/7/24,,,
Rangpur ,931,931,10/7/24,,,
Dhaka,5002.39,4957.39,10/6/24,,,
Chittagong ,1292,1292,10/6/24,,,
Khulna ,1625,1625,10/6/24,,,
Rajshahi ,1310.4,1310.4,10/6/24,,,
Comilla,1250,1250,10/6/24,,,
Mymensingh,1088,1036,10/6/24,,,
Sylhet ,598,598,10/6/24,,,
Barisal ,434.5,434.5,10/6/24,,,
Rangpur ,765,765,10/6/24,,,
Dhaka,4780.68,4780.68,10/5/24,,,
Chittagong ,1307.5,1307.5,10/5/24,,,
Khulna ,1541,1541,10/5/24,,,
Rajshahi ,1302.8,1302.8,10/5/24,,,
Comilla,1119,1119,10/5/24,,,
Mymensingh,1021,1021,10/5/24,,,
Sylhet ,516,516,10/5/24,,,
Barisal ,404.9,404.9,10/5/24,,,
Rangpur ,750,750,10/5/24,,,
Dhaka,3981.75,3981.75,10/4/24,,,
Chittagong ,1174.5,1174.5,10/4/24,,,
Khulna ,1336,1336,10/4/24,,,
Rajshahi ,1162.4,1162.4,10/4/24,,,
Comilla,1151,1151,10/4/24,,,
Mymensingh,834,834,10/4/24,,,
Sylhet ,489,489,10/4/24,,,
Barisal ,400,400,10/4/24,,,
Rangpur ,704,704,10/4/24,,,
Dhaka,4826.55,4826.55,10/3/24,,,
Chittagong ,1197.9,1197.9,10/3/24,,,
Khulna ,1571.8,1571.8,10/3/24,,,
Rajshahi ,1259.6,1259.6,10/3/24,,,
Comilla,1252,1252,10/3/24,,,
Mymensingh,1045,1045,10/3/24,,,
Sylhet ,531,531,10/3/24,,,
Barisal ,436.5,436.5,10/3/24,,,
Rangpur ,794,794,10/3/24,,,
Dhaka,5042.73,4992.73,10/2/24,,,
Chittagong ,1097.5,1097.5,10/2/24,,,
Khulna ,1693,1693,10/2/24,,,
Rajshahi ,1466.8,1466.8,10/2/24,,,
Comilla,1299,1299,10/2/24,,,
Mymensingh,1322,1122,10/2/24,,,
Sylhet ,571,571,10/2/24,,,
Barisal ,400.9,400.9,10/2/24,,,
Rangpur ,949,949,10/2/24,,,
Dhaka,5307.96,5247.96,10/1/24,,,
Chittagong ,1330,1330,10/1/24,,,
Khulna ,1806,1726,10/1/24,,,
Rajshahi ,1476.8,1406.8,10/1/24,,,
Comilla,1369,1309,10/1/24,,,
Mymensingh,1197,1067,10/1/24,,,
Sylhet ,604,570,10/1/24,,,
Barisal ,497,497,10/1/24,,,
Rangpur ,1008,943,10/1/24,,,
Dhaka,5427.1,5307.1,9/30/24,,,
Chittagong ,1383.5,1383.5,9/30/24,,,
Khulna ,1830.5,1830.5,9/30/24,,,
Rajshahi ,1396.4,1396.4,9/30/24,,,
Comilla,1393,1383,9/30/24,,,
Mymensingh,1271,1061,9/30/24,,,
Sylhet ,646,646,9/30/24,,,
Barisal ,495.5,495.5,9/30/24,,,
Rangpur ,1002,1002,9/30/24,,,
Dhaka,5275.82,5205.82,9/29/24,,,
Chittagong ,1417.2,1417.2,9/29/24,,,
Khulna ,1810.8,1810.8,9/29/24,,,
Rajshahi ,1451.4,1451.4,9/29/24,,,
Comilla,1451,1416,9/29/24,,,
Mymensingh,1241,1056,9/29/24,,,
Sylhet ,569,569,9/29/24,,,
Barisal ,496,496,9/29/24,,,
Rangpur ,908,908,9/29/24,,,
Dhaka,5206.41,5127.41,9/28/24,,,
Chittagong ,1416.7,1416.7,9/28/24,,,
Khulna ,1749,1749,9/28/24,,,
Rajshahi ,1422.4,1422.4,9/28/24,,,
Comilla,1418,1418,9/28/24,,,
Mymensingh,1149,1049,9/28/24,,,
Sylhet ,589,589,9/28/24,,,
Barisal ,476,476,9/28/24,,,
Rangpur ,713,713,9/28/24,,,
Dhaka,4216.16,4186.16,9/27/24,,,
Chittagong ,1233,1233,9/27/24,,,
Khulna ,1491.8,1491.8,9/27/24,,,
Rajshahi ,1082.4,1082.4,9/27/24,,,
Comilla,1275,1275,9/27/24,,,
Mymensingh,1009,1009,9/27/24,,,
Sylhet ,579,579,9/27/24,,,
Barisal ,441,441,9/27/24,,,
Rangpur ,598,598,9/27/24,,,
Dhaka,4641.4,4641.4,9/26/24,,,
Chittagong ,1361.5,1361.5,9/26/24,,,
Khulna ,1372,1372,9/26/24,,,
Rajshahi ,1063.4,1063.4,9/26/24,,,
Comilla,1189,1189,9/26/24,,,
Mymensingh,942,942,9/26/24,,,
Sylhet ,534,534,9/26/24,,,
Barisal ,364,364,9/26/24,,,
Rangpur ,636.1,636.1,9/26/24,,,
Dhaka,4900.14,4900.14,9/25/24,,,
Chittagong ,1194,1194,9/25/24,,,
Khulna ,1464,1464,9/25/24,,,
Rajshahi ,1208.6,1208.6,9/25/24,,,
Comilla,1226,1226,9/25/24,,,
Mymensingh,987,987,9/25/24,,,
Sylhet ,501,501,9/25/24,,,
Barisal ,408.6,408.6,9/25/24,,,
Rangpur ,884,884,9/25/24,,,
Dhaka,5371.04,5276.04,9/24/24,,,
Chittagong ,1334.2,1334.2,9/24/24,,,
Khulna ,1720,1720,9/24/24,,,
Rajshahi ,1438.85,1438.85,9/24/24,,,
Comilla,1418,1393,9/24/24,,,
Mymensingh,1239,1105,9/24/24,,,
Sylhet ,597,597,9/24/24,,,
Barisal ,449.5,449.5,9/24/24,,,
Rangpur ,919,919,9/24/24,,,
Dhaka,5618.52,5438.52,9/23/24,,,
Chittagong ,1249.5,1245.5,9/23/24,,,
Khulna ,1885,1885,9/23/24,,,
Rajshahi ,1619.6,1489.6,9/23/24,,,
Comilla,1459,1309,9/23/24,,,
Mymensingh,1279,1079,9/23/24,,,
Sylhet ,706,656,9/23/24,,,
Barisal ,460,460,9/23/24,,,
Rangpur ,1138,978,9/23/24,,,
Dhaka,5540.1,5390.1,9/22/24,,,
Chittagong ,1423,1423,9/22/24,,,
Khulna ,1876.5,1861.5,9/22/24,,,
Rajshahi ,1624,1544,9/22/24,,,
Comilla,1411.5,1321.5,9/22/24,,,
Mymensingh,1294,1104,9/22/24,,,
Sylhet ,668,668,9/22/24,,,
Barisal ,470.7,470.7,9/22/24,,,
Rangpur ,1083,923,9/22/24,,,
Dhaka,4919.81,4882.81,9/21/24,,,
Chittagong ,1223.9,1223.9,9/21/24,,,
Khulna ,1724.8,1724.8,9/21/24,,,
Rajshahi ,790.2,790.2,9/21/24,,,
Comilla,1237,1237,9/21/24,,,
Mymensingh,836,836,9/21/24,,,
Sylhet ,518,518,9/21/24,,,
Barisal ,384.5,384.5,9/21/24,,,
Rangpur ,912,912,9/21/24,,,
Dhaka,5155.66,5065.66,9/20/24,,,
Chittagong ,1117.5,1117.5,9/20/24,,,
Khulna ,1833,1833,9/20/24,,,
Rajshahi ,1584.8,1584.8,9/20/24,,,
Comilla,1426,1376,9/20/24,,,
Mymensingh,1333,1057,9/20/24,,,
Sylhet ,686,686,9/20/24,,,
Barisal ,487.4,487.4,9/20/24,,,
Rangpur ,1073,1028,9/20/24,,,
Dhaka,5690,5440,9/19/24,,,
Chittagong ,1431,1431,9/19/24,,,
Khulna ,1853.5,1853.5,9/19/24,,,
Rajshahi ,1645.4,1645.4,9/19/24,,,
Comilla,1466,1444,9/19/24,,,
Mymensingh,1278,1083,9/19/24,,,
Sylhet ,715,695,9/19/24,,,
Barisal ,499,499,9/19/24,,,
Rangpur ,1055,985,9/19/24,,,
Dhaka,5337.31,5222.31,9/17/24,,,
Chittagong ,1407.8,1407.8,9/17/24,,,
Khulna ,1646,1646,9/17/24,,,
Rajshahi ,1440.8,1440.8,9/17/24,,,
Comilla,1325.5,1265.5,9/17/24,,,
Mymensingh,1247,1087,9/17/24,,,
Sylhet ,682,682,9/17/24,,,
Barisal ,455.9,455.9,9/17/24,,,
Rangpur ,1032,987,9/17/24,,,
Dhaka,5449.68,5359.68,9/18/24,,,
Chittagong ,1242,1242,9/18/24,,,
Khulna ,1767,1767,9/18/24,,,
Rajshahi ,1592.4,1587.4,9/18/24,,,
Comilla,1500,1490,9/18/24,,,
Mymensingh,1224,1090,9/18/24,,,
Sylhet ,692,642,9/18/24,,,
Barisal ,488,488,9/18/24,,,
Rangpur ,1085,1015,9/18/24,,,
Dhaka,4613.26,4593.26,9/16/24,,,
Chittagong ,1326.9,1326.9,9/16/24,,,
Khulna ,1370,1370,9/16/24,,,
Rajshahi ,1204.4,1204.4,9/16/24,,,
Comilla,1325.5,1288.5,9/16/24,,,
Mymensingh,1188,1122,9/16/24,,,
Sylhet ,656,634,9/16/24,,,
Barisal ,385.5,385.5,9/16/24,,,
Rangpur ,911,911,9/16/24,,,
Dhaka,4455.47,4455.47,9/15/24,,,
Chittagong ,1248,1248,9/15/24,,,
Khulna ,973,973,9/15/24,,,
Rajshahi ,922.2,922.2,9/15/24,,,
Comilla,1101,1101,9/15/24,,,
Mymensingh,997,997,9/15/24,,,
Sylhet ,599,599,9/15/24,,,
Barisal ,234.8,234.8,9/15/24,,,
Rangpur ,840,840,9/15/24,,,
Dhaka,4433.12,4433.12,9/14/24,,,
Chittagong ,1144,1144,9/14/24,,,
Khulna ,665.8,665.8,9/14/24,,,
Rajshahi ,1110,1110,9/14/24,,,
Comilla,963,963,9/14/24,,,
Mymensingh,1084,1084,9/14/24,,,
Sylhet ,631,631,9/14/24,,,
Barisal ,64,64,9/14/24,,,
Rangpur ,945,945,9/14/24,,,
Dhaka,4489.9,4489.9,9/13/24,,,
Chittagong ,675,675,9/13/24,,,
Khulna ,1451,1451,9/13/24,,,
Rajshahi ,1421,1421,9/13/24,,,
Comilla,749,749,9/13/24,,,
Mymensingh,1205,1105,9/13/24,,,
Sylhet ,642,642,9/13/24,,,
Barisal ,290.5,290.5,9/13/24,,,
Rangpur ,938,865,9/13/24,,,
Dhaka,5550.36,5415.36,9/12/24,,,
Chittagong ,1076.9,1076.9,9/12/24,,,
Khulna ,1774.6,1774.6,9/12/24,,,
Rajshahi ,1702.8,1667.8,9/12/24,,,
Comilla,1393,1333,9/12/24,,,
Mymensingh,1255,1085,9/12/24,,,
Sylhet ,722,722,9/12/24,,,
Barisal ,420.7,420.7,9/12/24,,,
Rangpur ,908,855,9/12/24,,,
Dhaka,5466.2,5175.2,9/11/24,,,
Chittagong ,1310,1310,9/11/24,,,
Khulna ,1846,1846,9/11/24,,,
Rajshahi ,1587.6,1442.6,9/11/24,,,
Comilla,1455.5,1259.5,9/11/24,,,
Mymensingh,1309,1094,9/11/24,,,
Sylhet ,667,569,9/11/24,,,
Barisal ,500.5,500.5,9/11/24,,,
Rangpur ,955,860,9/11/24,,,
Dhaka,5406.86,5256.86,9/10/24,,,
Chittagong ,1361.5,1361.5,9/10/24,,,
Khulna ,1821.6,1821.6,9/10/24,,,
Rajshahi ,1660.4,1420.4,9/10/24,,,
Comilla,1431,1141,9/10/24,,,
Mymensingh,1307,1107,9/10/24,,,
Sylhet ,690,550,9/10/24,,,
Barisal ,504,504,9/10/24,,,
Rangpur ,1036,862,9/10/24,,,
Dhaka,5503.56,4983.56,9/9/24,,,
Chittagong ,1360.9,1360.9,9/9/24,,,
Khulna ,1814,1601,9/9/24,,,
Rajshahi ,1649.6,1319.6,9/9/24,,,
Comilla,1470.5,1230.5,9/9/24,,,
Mymensingh,1313,1003,9/9/24,,,
Sylhet ,680,560,9/9/24,,,
Barisal ,481,481,9/9/24,,,
Rangpur ,1080,840,9/9/24,,,
Dhaka,5436.93,5115.93,9/8/24,,,
Chittagong ,1401.4,1401.4,9/8/24,,,
Khulna ,1819,1819,9/8/24,,,
Rajshahi ,1645.2,1395.2,9/8/24,,,
Comilla,1443,1293,9/8/24,,,
Mymensingh,1299,1039,9/8/24,,,
Sylhet ,676,561,9/8/24,,,
Barisal ,433,433,9/8/24,,,
Rangpur ,1075,880,9/8/24,,,
Dhaka,5409.12,5184.12,9/7/24,,,
Chittagong ,1242,1242,9/7/24,,,
Khulna ,1829,1829,9/7/24,,,
Rajshahi ,1519.4,1372.4,9/7/24,,,
Comilla,1464,1247,9/7/24,,,
Mymensingh,1282,1025,9/7/24,,,
Sylhet ,669,564,9/7/24,,,
Barisal ,479.3,479.3,9/7/24,,,
Rangpur ,1039,914,9/7/24,,,
Dhaka,4641.64,4566.64,9/6/24,,,
Chittagong ,1288,1288,9/6/24,,,
Khulna ,1791.8,1791.8,9/6/24,,,
Rajshahi ,1523,1523,9/6/24,,,
Comilla,1349,1287,9/6/24,,,
Mymensingh,1241,1084,9/6/24,,,
Sylhet ,661,641,9/6/24,,,
Barisal ,490,490,9/6/24,,,
Rangpur ,1028,963,9/6/24,,,
Dhaka,5234.97,4834.97,9/5/24,,,
Chittagong ,1341.5,1341.5,9/5/24,,,
Khulna ,1847.2,1847.2,9/5/24,,,
Rajshahi ,1489,1277,9/5/24,,,
Comilla,1354,1214,9/5/24,,,
Mymensingh,1294,994,9/5/24,,,
Sylhet ,686,556,9/5/24,,,
Barisal ,448.3,448.3,9/5/24,,,
Rangpur ,948,818,9/5/24,,,
Dhaka,5164.03,4864.03,9/4/24,,,
Chittagong ,1317,1317,9/4/24,,,
Khulna ,1815,1738,9/4/24,,,
Rajshahi ,1517.8,1377.8,9/4/24,,,
Comilla,1441,1181,9/4/24,,,
Mymensingh,1218,1028,9/4/24,,,
Sylhet ,657,567,9/4/24,,,
Barisal ,480,480,9/4/24,,,
Rangpur ,1005,875,9/4/24,,,
Dhaka,5081.32,4922.32,9/3/24,,,
Chittagong ,1318.1,1318.1,9/3/24,,,
Khulna ,1801,1801,9/3/24,,,
Rajshahi ,1432.8,1432.8,9/3/24,,,
Comilla,1395,1295,9/3/24,,,
Mymensingh,1221,1021,9/3/24,,,
Sylhet ,635,585,9/3/24,,,
Barisal ,484,484,9/3/24,,,
Rangpur ,969,889,9/3/24,,,
Dhaka,5330.05,5129.05,9/2/24,,,
Chittagong ,1201.8,1201.8,9/2/24,,,
Khulna ,1815,1815,9/2/24,,,
Rajshahi ,1577.6,1577.6,9/2/24,,,
Comilla,1373,1363,9/2/24,,,
Mymensingh,1249,989,9/2/24,,,
Sylhet ,607,550,9/2/24,,,
Barisal ,440.7,440.7,9/2/24,,,
Rangpur ,1044,884,9/2/24,,,
Dhaka,5295.18,5090.18,9/1/24,,,
Chittagong ,1272.5,1272.5,9/1/24,,,
Khulna ,1776,1776,9/1/24,,,
Rajshahi ,1528.6,1528.6,9/1/24,,,
Comilla,1342,1318,9/1/24,,,
Mymensingh,1275,1010,9/1/24,,,
Sylhet ,611,555,9/1/24,,,
Barisal ,440.5,440.5,9/1/24,,,
Rangpur ,968,877,9/1/24,,,
Dhaka,5319.5,5164.5,8/31/24,,,
Chittagong ,1226.7,1226.7,8/31/24,,,
Khulna ,1815,1815,8/31/24,,,
Rajshahi ,1559.2,1559.2,8/31/24,,,
Comilla,1350,1340,8/31/24,,,
Mymensingh,1271,1026,8/31/24,,,
Sylhet ,645,518,8/31/24,,,
Barisal ,454,454,8/31/24,,,
Rangpur ,1052,932,8/31/24,,,
Dhaka,4610.71,4585.71,8/30/24,,,
Chittagong ,1202,1202,8/30/24,,,
Khulna ,1737,1737,8/30/24,,,
Rajshahi ,1545,1545,8/30/24,,,
Comilla,1321,1296,8/30/24,,,
Mymensingh,1217,1087,8/30/24,,,
Sylhet ,647,622,8/30/24,,,
Barisal ,461,461,8/30/24,,,
Rangpur ,1059,923,8/30/24,,,
Dhaka,5225.88,5071.88,8/29/24,,,
Chittagong ,1222.1,1222.1,8/29/24,,,
Khulna ,1771.6,1771.6,8/29/24,,,
Rajshahi ,1548.8,1548.8,8/29/24,,,
Comilla,1283,1263,8/29/24,,,
Mymensingh,1184,994,8/29/24,,,
Sylhet ,671,581,8/29/24,,,
Barisal ,461,461,8/29/24,,,
Rangpur ,1038,908,8/29/24,,,
Dhaka,4910,4780,8/28/24,,,
Chittagong ,1216.1,1216.1,8/28/24,,,
Khulna ,1684,1684,8/28/24,,,
Rajshahi ,1562.2,1562.2,8/28/24,,,
Comilla,1164,1144,8/28/24,,,
Mymensingh,1239,1049,8/28/24,,,
Sylhet ,629,609,8/28/24,,,
Barisal ,433.2,433.2,8/28/24,,,
Rangpur ,1011,881,8/28/24,,,
Dhaka,5008.72,4897.72,8/27/24,,,
Chittagong ,1191.1,1191.1,8/27/24,,,
Khulna ,1599,1599,8/27/24,,,
Rajshahi ,1408.6,1408.6,8/27/24,,,
Comilla,1160,1148,8/27/24,,,
Mymensingh,1226,1106,8/27/24,,,
Sylhet ,616,609,8/27/24,,,
Barisal ,421.2,421.2,8/27/24,,,
Rangpur ,1037,912,8/27/24,,,
Dhaka,4688.99,4628.99,8/26/24,,,
Chittagong ,1143.5,1143.5,8/26/24,,,
Khulna ,1482.7,1482.7,8/26/24,,,
Rajshahi ,1298,1298,8/26/24,,,
Comilla,1037,1037,8/26/24,,,
Mymensingh,1166,1086,8/26/24,,,
Sylhet ,601,601,8/26/24,,,
Barisal ,374,374,8/26/24,,,
Rangpur ,946,903,8/26/24,,,
Dhaka,4970,4810,8/25/24,,,
Chittagong ,1066,1066,8/25/24,,,
Khulna ,1569.4,1569.4,8/25/24,,,
Rajshahi ,1384.6,1384.6,8/25/24,,,
Comilla,819,819,8/25/24,,,
Mymensingh,1155,1055,8/25/24,,,
Sylhet ,586,586,8/25/24,,,
Barisal ,336,336,8/25/24,,,
Rangpur ,983,872,8/25/24,,,
Dhaka,4969.31,4869.31,8/24/24,,,
Chittagong ,1066,1066,8/24/24,,,
Khulna ,1658,1658,8/24/24,,,
Rajshahi ,1449,1449,8/24/24,,,
Comilla,1147,1117,8/24/24,,,
Mymensingh,1188,1063,8/24/24,,,
Sylhet ,605,605,8/24/24,,,
Barisal ,410,410,8/24/24,,,
Rangpur ,1020,903,8/24/24,,,
Dhaka,4143.95,4143.95,8/23/24,,,
Chittagong ,1047.5,1047.5,8/23/24,,,
Khulna ,1600,1600,8/23/24,,,
Rajshahi ,1285.4,1285.4,8/23/24,,,
Comilla,1014,1009,8/23/24,,,
Mymensingh,1098,1071,8/23/24,,,
Sylhet ,540,540,8/23/24,,,
Barisal ,391.5,391.5,8/23/24,,,
Rangpur ,944,944,8/23/24,,,
Dhaka,4733.16,4703.16,8/22/24,,,
Chittagong ,1146.5,1146.5,8/22/24,,,
Khulna ,1656,1656,8/22/24,,,
Rajshahi ,1331.4,1331.4,8/22/24,,,
Comilla,855,855,8/22/24,,,
Mymensingh,1006,1006,8/22/24,,,
Sylhet ,495,495,8/22/24,,,
Barisal ,383,383,8/22/24,,,
Rangpur ,909,909,8/22/24,,,
Dhaka,4902.35,4842.35,8/21/24,,,
Chittagong ,1222.5,1222.5,8/21/24,,,
Khulna ,1724.6,1724.6,8/21/24,,,
Rajshahi ,1449.2,1449.2,8/21/24,,,
Comilla,826,826,8/21/24,,,
Mymensingh,1079,1064,8/21/24,,,
Sylhet ,482,482,8/21/24,,,
Barisal ,400.8,400.8,8/21/24,,,
Rangpur ,918,918,8/21/24,,,
Dhaka,4965.87,4920.87,8/20/24,,,
Chittagong ,1173.1,1173.1,8/20/24,,,
Khulna ,1730,1730,8/20/24,,,
Rajshahi ,1458.6,1458.6,8/20/24,,,
Comilla,1241,1241,8/20/24,,,
Mymensingh,952,952,8/20/24,,,
Sylhet ,540,540,8/20/24,,,
Barisal ,435.5,435.5,8/20/24,,,
Rangpur ,810,810,8/20/24,,,
Dhaka,4663.81,4663.81,8/19/24,,,
Chittagong ,1196.6,1196.6,8/19/24,,,
Khulna ,1625,1625,8/19/24,,,
Rajshahi ,1470.2,1470.2,8/19/24,,,
Comilla,967,967,8/19/24,,,
Mymensingh,1065,1030,8/19/24,,,
Sylhet ,435,435,8/19/24,,,
Barisal ,403.8,403.8,8/19/24,,,
Rangpur ,987,900,8/19/24,,,
Dhaka,4889.32,4778.32,8/18/24,,,
Chittagong ,1195.6,1195.6,8/18/24,,,
Khulna ,1645,1645,8/18/24,,,
Rajshahi ,1451.6,1451.6,8/18/24,,,
Comilla,1271,1271,8/18/24,,,
Mymensingh,1197,1072,8/18/24,,,
Sylhet ,598,598,8/18/24,,,
Barisal ,431.9,431.9,8/18/24,,,
Rangpur ,1014,919,8/18/24,,,
Dhaka,4809.3,4714.3,8/17/24,,,
Chittagong ,1222.8,1222.8,8/17/24,,,
Khulna ,1727.2,1727.2,8/17/24,,,
Rajshahi ,1497,1497,8/17/24,,,
Comilla,1159,1159,8/17/24,,,
Mymensingh,1219,998,8/17/24,,,
Sylhet ,582,582,8/17/24,,,
Barisal ,413,413,8/17/24,,,
Rangpur ,936,846,8/17/24,,,
Dhaka,4441.51,4421.51,8/16/24,,,
Chittagong ,1195.9,1195.9,8/16/24,,,
Khulna ,1697.2,1697.2,8/16/24,,,
Rajshahi ,1493.2,1493.2,8/16/24,,,
Comilla,1239,1239,8/16/24,,,
Mymensingh,1171,1063,8/16/24,,,
Sylhet ,570,570,8/16/24,,,
Barisal ,360,360,8/16/24,,,
Rangpur ,969,949,8/16/24,,,
Dhaka,5251.73,4871.73,8/15/24,,,
Chittagong ,1343.2,1343.2,8/15/24,,,
Khulna ,1853,1673,8/15/24,,,
Rajshahi ,1548.6,1414.6,8/15/24,,,
Comilla,1395,1258,8/15/24,,,
Mymensingh,1290,1066,8/15/24,,,
Sylhet ,641,536,8/15/24,,,
Barisal ,466,466,8/15/24,,,
Rangpur ,1012,900,8/15/24,,,
Dhaka,5211.94,5081.94,8/14/24,,,
Chittagong ,1369,1369,8/14/24,,,
Khulna ,1803,1643,8/14/24,,,
Rajshahi ,1563.4,1400.4,8/14/24,,,
Comilla,1425,1245,8/14/24,,,
Mymensingh,1263,1083,8/14/24,,,
Sylhet ,585,505,8/14/24,,,
Barisal ,479,479,8/14/24,,,
Rangpur ,1019,899,8/14/24,,,
Dhaka,5275.89,4955.89,8/13/24,,,
Chittagong ,1405,1405,8/13/24,,,
Khulna ,1797.2,1797.2,8/13/24,,,
Rajshahi ,1409.4,1304.4,8/13/24,,,
Comilla,1332,1167,8/13/24,,,
Mymensingh,1197,1010,8/13/24,,,
Sylhet ,590,500,8/13/24,,,
Barisal ,448.8,448.8,8/13/24,,,
Rangpur ,967,862,8/13/24,,,
Dhaka,4943.73,4903.73,8/12/24,,,
